age,annual_income,total_debt,monthly_expenses,num_credit_lines,num_late_payments,credit_history_years,num_bankruptcies,loan_amount_requested,employment_years,savings_balance,debt_to_income_ratio,expense_to_income_ratio,creditworthy
25,65474.81,10285.91,2102.31,2,0,18,0,1000.0,9,16508.1,0.1571,0.3853,1
49,49517.11,21652.42,992.29,10,0,22,0,20884.74,20,0.0,0.4373,0.2405,1
24,66225.29,0.0,300.0,11,0,13,1,16468.57,24,9667.5,0.0,0.0544,1
32,100703.74,0.0,1719.3,12,1,6,0,52946.33,5,633.24,0.0,0.2049,0
22,78898.13,9718.96,2191.59,7,2,13,0,20433.56,29,13041.62,0.1232,0.3333,1
47,65166.16,22080.21,2595.44,0,2,4,0,9280.76,28,8303.47,0.3388,0.4779,1
51,78462.27,24137.98,2849.0,8,0,14,0,21727.8,10,7946.8,0.3076,0.4357,1
56,80252.02,815.81,2700.57,11,0,20,0,9922.13,10,9441.88,0.0102,0.4038,1
56,33053.15,23693.05,2722.06,1,1,14,0,1000.0,26,10288.91,0.7168,0.9882,1
46,61043.07,16998.08,825.54,13,0,23,0,26180.49,18,22651.03,0.2785,0.1623,1
63,124063.19,4449.54,1880.32,12,0,3,0,20115.38,21,14248.05,0.0359,0.1819,1
47,90320.52,0.0,2463.87,1,1,0,1,34897.64,27,3844.14,0.0,0.3273,1
25,47414.11,17757.88,2037.1,3,1,16,0,41840.18,3,4555.3,0.3745,0.5156,0
40,44919.8,30474.76,1875.88,11,1,24,0,48339.97,18,19124.45,0.6784,0.5011,1
31,44086.86,15426.27,2022.47,9,1,19,0,23445.85,16,363.2,0.3499,0.5505,0
30,81658.0,3780.95,2196.43,2,1,0,0,30373.1,22,10109.7,0.0463,0.3228,1
60,100191.02,0.0,1938.49,3,1,15,1,24223.39,27,0.0,0.0,0.2322,0
58,74554.18,33353.89,1322.98,5,1,12,0,1000.0,10,8946.06,0.4474,0.2129,1
26,63929.06,27502.21,637.74,6,1,17,0,38539.93,13,71.94,0.4302,0.1197,1
28,48896.12,18624.92,1836.78,4,0,9,0,28187.24,12,4156.36,0.3809,0.4508,1
43,68234.33,32735.93,2045.99,1,2,22,0,28388.76,23,11702.24,0.4798,0.3598,1
46,39496.96,17687.03,2037.26,2,2,17,1,12311.37,15,15447.03,0.4478,0.6189,1
63,12000.0,8627.56,2762.34,9,0,16,0,10355.51,27,3565.75,0.7189,2.7621,0
32,100920.64,21661.59,2904.49,10,0,25,0,18980.15,29,20100.71,0.2146,0.3454,1
46,34854.68,5043.29,1916.78,2,2,29,0,28368.88,26,0.0,0.1447,0.6599,1
33,51879.19,3052.23,1922.51,13,1,8,0,1000.0,16,17044.62,0.0588,0.4447,1
60,76408.94,24259.29,2458.5,4,1,13,0,23032.84,25,6241.45,0.3175,0.3861,1
38,95861.67,25269.11,2341.24,11,0,20,0,45327.39,6,18600.59,0.2636,0.2931,1
45,66428.27,0.0,1645.95,10,1,29,0,18029.96,34,6230.38,0.0,0.2973,1
53,30157.23,158.43,2527.21,11,2,12,0,1000.0,14,3742.19,0.0053,1.0056,0
60,52466.34,9659.4,1882.9,4,0,19,0,17169.6,15,15484.36,0.1841,0.4306,1
63,43037.86,6464.34,1899.91,3,0,19,0,24422.57,20,13971.88,0.1502,0.5297,1
32,59044.72,20717.87,2346.89,7,2,13,0,25641.32,16,5127.8,0.3509,0.477,0
64,90799.61,15576.6,1759.07,5,1,10,0,22321.07,25,14876.57,0.1715,0.2325,1
56,12000.0,28978.88,2075.74,5,1,12,0,49042.96,34,8809.63,2.4147,2.0756,0
24,49715.25,18807.09,2238.04,0,2,16,0,22113.22,19,11325.5,0.3783,0.5402,1
25,47898.76,7265.08,2653.74,5,2,2,0,22878.92,19,13034.56,0.1517,0.6648,0
57,28580.97,0.0,2598.51,2,4,28,0,11463.27,22,0.0,0.0,1.091,0
28,74637.27,17153.47,2213.64,12,2,0,0,34164.9,4,10024.07,0.2298,0.3559,0
62,24625.6,0.0,300.0,5,1,20,0,45456.17,8,0.0,0.0,0.1462,0
48,27502.64,7116.54,2194.68,9,2,4,0,10578.15,22,559.82,0.2587,0.9576,0
51,81276.73,6339.28,2318.31,12,1,24,0,18370.37,17,9017.59,0.078,0.3423,1
29,97514.28,8898.87,2480.74,10,0,12,0,1000.0,28,18797.97,0.0913,0.3053,1
49,58097.58,0.0,1235.18,12,1,23,0,7450.89,10,7898.09,0.0,0.2551,1
34,29565.1,6296.68,302.34,5,3,4,0,49539.86,7,6810.15,0.213,0.1227,0
60,42361.15,28750.85,2644.94,1,1,4,0,15541.61,26,5934.66,0.6787,0.7492,1
61,85200.05,28717.78,1020.38,0,2,22,0,23404.78,1,13529.14,0.3371,0.1437,1
42,62910.96,33390.0,2977.74,10,0,11,0,9070.62,22,0.0,0.5307,0.568,0
31,57474.03,15121.76,1537.08,14,0,1,0,26717.28,20,0.0,0.2631,0.3209,1
43,67826.24,18254.63,1178.26,2,1,28,0,17382.0,9,22171.38,0.2691,0.2085,1
21,59058.5,28927.34,2279.7,4,3,22,0,26163.97,3,13727.93,0.4898,0.4632,1
57,98642.81,0.0,2492.94,14,0,15,0,21569.5,20,3683.91,0.0,0.3033,1
41,41271.42,24667.54,2445.26,14,1,16,0,41650.16,11,4221.21,0.5977,0.711,0
46,38401.02,30628.14,2401.29,3,1,29,0,22527.54,13,4997.85,0.7976,0.7504,1
56,25413.66,4332.48,1433.77,6,0,4,0,7485.39,19,0.0,0.1705,0.677,0
43,46500.31,31591.67,778.47,3,1,11,0,10456.77,7,7180.57,0.6794,0.2009,0
21,32700.61,39692.59,1688.27,7,1,14,0,1000.0,26,10203.41,1.2138,0.6195,1
60,65451.89,24334.16,1083.43,6,2,27,0,21881.05,20,22198.86,0.3718,0.1986,1
35,60523.68,22134.05,2346.04,9,2,5,0,19046.52,34,10951.92,0.3657,0.4651,1
41,33023.11,1562.69,2699.4,8,2,12,0,42699.75,14,16678.76,0.0473,0.9809,1
29,74728.48,27830.45,2138.16,0,1,10,0,2407.46,11,7377.77,0.3724,0.3433,1
29,97920.32,2692.91,1999.24,14,0,29,0,9535.75,33,5871.76,0.0275,0.245,1
30,68945.96,19436.89,1751.65,4,0,25,0,9692.95,7,9944.57,0.2819,0.3049,1
46,12000.0,20653.14,2784.28,12,0,16,0,16196.27,29,17705.09,1.721,2.784,1
61,109678.27,0.0,535.63,3,2,8,0,1085.7,2,4610.65,0.0,0.0586,1
55,78673.09,19869.64,1035.08,5,2,24,0,15822.23,29,12000.25,0.2526,0.1579,1
45,108910.46,46457.7,3461.39,0,3,15,0,20280.58,28,11755.16,0.4266,0.3814,1
46,87268.09,0.0,996.03,5,2,16,0,20731.72,0,9778.69,0.0,0.137,1
31,92262.89,14353.3,2424.83,0,1,19,0,39100.54,15,17766.96,0.1556,0.3154,1
58,65131.67,0.0,2589.43,13,0,23,0,19554.27,30,10378.96,0.0,0.4771,1
22,53442.6,4270.3,459.0,13,2,17,0,19196.66,9,8733.04,0.0799,0.1031,1
27,69337.03,0.0,612.56,0,0,12,0,37177.08,29,9519.29,0.0,0.106,1
38,42280.37,16914.51,3011.77,7,1,28,0,19966.25,25,0.0,0.4,0.8548,1
47,70847.02,24523.26,1221.65,1,1,10,0,1762.84,11,8570.19,0.3461,0.2069,1
54,12000.0,19916.86,1243.49,9,0,12,0,3837.48,4,413.58,1.6596,1.2434,0
47,61073.31,3837.81,1583.3,12,1,23,0,3980.44,8,8139.41,0.0628,0.3111,1
37,93616.9,7687.26,1223.61,13,0,25,0,1719.01,10,9785.5,0.0821,0.1568,1
63,62357.71,18267.27,2421.01,5,1,12,0,49974.18,22,14127.49,0.2929,0.4659,0
64,103187.07,4212.91,1054.37,13,1,11,0,3917.31,16,28125.46,0.0408,0.1226,1
44,53406.37,0.0,427.39,5,5,13,0,19374.98,12,22104.66,0.0,0.096,0
45,85066.27,12130.48,2925.09,5,2,12,0,20824.5,16,9904.72,0.1426,0.4126,1
27,38043.25,3663.5,1093.67,7,3,24,0,17347.57,22,15027.7,0.0963,0.345,1
26,84048.92,19938.7,1398.38,3,0,8,0,8303.8,8,6395.75,0.2372,0.1997,1
44,65814.87,30584.37,2663.89,2,1,13,0,26828.03,17,11724.66,0.4647,0.4857,0
53,54506.24,46171.0,2056.2,5,1,0,0,1000.0,17,11924.72,0.8471,0.4527,1
49,12000.0,19056.8,2889.87,3,2,8,0,4012.95,29,1175.9,1.5879,2.8896,0
63,53640.58,22751.67,2676.11,1,0,3,0,36827.59,25,5852.56,0.4241,0.5987,0
42,65336.33,7808.19,1637.26,5,1,27,0,3538.26,17,0.0,0.1195,0.3007,1
46,80717.74,8551.48,2817.54,9,2,11,0,39463.17,20,8421.0,0.1059,0.4189,1
48,99023.74,30408.67,2134.22,4,1,23,0,40744.04,32,9676.68,0.3071,0.2586,1
41,110875.82,11684.07,1521.29,10,1,28,0,41041.39,13,9343.46,0.1054,0.1646,1
27,91156.68,15875.37,2232.32,8,2,13,0,32658.25,9,986.7,0.1742,0.2939,0
37,45947.74,29675.71,952.43,10,4,8,0,1000.0,27,9281.48,0.6458,0.2487,1
40,52379.9,11776.47,2667.08,5,1,2,0,1000.0,13,11459.49,0.2248,0.611,0
61,78472.89,33005.05,2563.3,13,4,5,1,3204.98,18,14154.37,0.4206,0.392,0
40,72990.36,21876.35,2096.29,2,1,2,0,5714.34,25,12416.29,0.2997,0.3446,1
42,100708.65,20464.78,465.38,10,0,0,0,1000.0,9,7184.21,0.2032,0.0555,1
48,121984.74,7221.73,2923.52,4,1,25,0,9741.7,16,8724.06,0.0592,0.2876,1
60,116679.5,21109.51,2349.67,14,3,21,0,31543.45,33,12302.61,0.1809,0.2417,1
27,97348.45,9851.45,1981.63,9,4,20,0,29764.15,13,6179.66,0.1012,0.2443,1
21,73197.57,20632.91,1855.47,7,0,2,0,24435.5,25,2322.77,0.2819,0.3042,0
52,93733.13,13778.1,1570.62,8,3,29,0,16778.18,33,6595.1,0.147,0.2011,1
33,101536.03,26601.71,1724.42,7,2,13,0,18975.76,18,13481.85,0.262,0.2038,1
50,56317.49,14618.75,2615.37,14,1,19,0,24516.1,23,16494.24,0.2596,0.5573,1
43,46683.48,39454.29,1586.62,2,1,1,0,12901.33,30,18388.59,0.8451,0.4078,1
39,40814.47,11693.44,1780.56,8,2,11,0,34660.06,5,2367.64,0.2865,0.5235,0
52,38090.38,8585.1,1897.93,2,1,25,1,1000.0,19,27325.17,0.2254,0.5979,1
50,25450.12,19153.37,1919.84,7,1,9,0,8347.37,33,3637.23,0.7526,0.9052,1
49,66247.54,27934.45,1505.75,9,3,12,0,6115.53,21,7956.05,0.4217,0.2727,0
49,35006.18,27841.18,1863.84,8,1,29,0,26864.02,6,20708.64,0.7953,0.6389,1
50,40411.95,17001.38,2274.65,6,2,19,0,1996.35,32,0.0,0.4207,0.6754,1
36,77531.39,19069.07,1276.16,3,2,3,0,6243.81,5,11174.5,0.2459,0.1975,1
60,64540.23,19086.46,1867.54,9,0,18,0,26365.69,15,7407.71,0.2957,0.3472,1
39,70740.62,2065.53,3544.79,14,2,21,0,6967.45,7,0.0,0.0292,0.6013,1
38,94128.72,27288.88,1949.48,8,2,0,0,32573.28,22,0.0,0.2899,0.2485,0
21,81613.25,0.0,1255.66,2,0,24,0,32220.36,17,20099.55,0.0,0.1846,1
34,97972.16,2088.02,1162.07,14,3,10,0,11932.18,13,14644.81,0.0213,0.1423,0
22,61999.41,15660.33,987.84,2,0,25,0,21914.29,14,18535.03,0.2526,0.1912,1
48,100294.76,11161.68,3301.69,1,1,15,0,50890.13,4,641.69,0.1113,0.395,0
50,68993.42,24553.89,2806.42,9,1,18,1,33081.1,14,12589.97,0.3559,0.4881,1
58,64217.66,20368.23,968.3,14,0,18,0,27412.03,10,30317.69,0.3172,0.1809,1
24,96538.16,16658.42,2170.97,2,1,11,0,43277.62,1,7866.28,0.1726,0.2699,0
21,38196.16,1493.59,2979.87,0,0,2,0,5544.96,22,10453.47,0.0391,0.9362,1
28,110590.01,15318.72,1967.63,14,1,22,0,38837.5,23,10100.08,0.1385,0.2135,0
49,52947.5,14369.86,1606.71,3,1,23,0,25334.16,17,9015.93,0.2714,0.3641,1
59,29547.3,17666.24,3792.72,7,0,17,0,41857.05,3,2985.23,0.5979,1.5403,0
23,76337.55,9839.54,475.72,4,1,16,0,12167.96,14,10394.52,0.1289,0.0748,1
52,50566.96,21273.81,4106.06,1,0,4,0,40887.4,11,24649.42,0.4207,0.9744,1
30,110645.18,10841.27,2048.0,2,1,15,0,1000.0,2,9546.42,0.098,0.2221,1
30,49177.48,20149.36,3032.34,0,0,23,0,14361.62,31,20989.33,0.4097,0.7399,1
39,67861.22,24552.57,1039.51,1,1,13,0,24088.98,20,35705.69,0.3618,0.1838,1
54,24360.17,8584.85,1419.53,0,1,18,0,29852.3,5,2677.42,0.3524,0.6992,0
53,80322.86,5734.1,1136.03,1,0,5,0,1000.0,1,14862.48,0.0714,0.1697,1
43,40565.25,20716.39,1919.18,2,2,2,0,1314.56,8,0.0,0.5107,0.5677,0
48,77333.12,0.0,2246.18,0,1,5,0,3745.84,11,8734.02,0.0,0.3485,1
52,49291.37,28339.98,2853.44,10,0,11,0,5965.09,23,32455.19,0.5749,0.6947,1
27,12000.0,15131.55,630.84,8,1,19,0,8742.72,13,15822.6,1.2609,0.6308,1
49,63279.75,13622.9,2125.51,9,1,29,0,22470.95,11,12757.65,0.2153,0.4031,0
28,62160.71,21552.19,2715.93,4,3,10,0,42143.78,26,0.0,0.3467,0.5243,1
21,82026.79,20807.45,2865.75,7,2,6,0,14370.84,9,4554.96,0.2537,0.4192,0
23,98900.01,15078.22,1647.58,4,3,26,0,43187.12,1,2480.59,0.1525,0.1999,1
44,107810.24,25543.4,1657.54,7,2,25,0,21272.83,30,732.18,0.2369,0.1845,1
43,81603.86,6931.34,1926.38,6,2,0,0,16787.43,27,17459.25,0.0849,0.2833,1
28,66965.48,23548.28,2148.84,11,0,15,0,35677.95,15,16208.2,0.3516,0.3851,1
57,24316.66,2056.52,3042.08,3,2,15,0,17658.16,0,8516.54,0.0846,1.5012,0
23,65050.52,21127.79,1031.92,14,3,16,0,8269.38,21,5082.23,0.3248,0.1904,0
53,65373.5,11065.52,1371.0,6,0,14,0,39891.35,0,16536.1,0.1693,0.2517,1
48,55033.99,0.0,934.87,5,0,20,1,19425.53,30,25160.82,0.0,0.2038,1
28,75824.19,18079.71,2342.2,2,0,8,0,46866.35,21,18922.13,0.2384,0.3707,1
54,88047.64,14586.88,2881.09,8,5,4,0,14676.63,33,10984.22,0.1657,0.3927,1
55,39539.9,0.0,863.23,11,1,19,0,1000.0,11,18298.89,0.0,0.262,1
52,39150.39,0.0,2070.96,9,1,7,0,8458.4,22,18713.26,0.0,0.6348,1
44,56517.7,13172.83,2823.2,14,2,28,0,9939.42,27,11374.73,0.2331,0.5994,1
34,44619.27,34418.71,2627.64,12,0,20,0,18565.28,11,11366.13,0.7714,0.7067,1
52,18968.67,18852.18,2618.2,8,2,0,0,8086.02,26,5249.2,0.9938,1.6562,0
63,35085.18,6980.36,1048.1,13,0,6,0,1205.93,22,17457.61,0.1989,0.3585,0
36,29191.97,27982.43,2615.55,4,1,10,0,15155.84,0,8483.03,0.9585,1.0751,0
24,90211.26,25886.68,1851.26,7,2,19,0,21372.14,1,1187.05,0.287,0.2463,0
57,102570.68,30258.95,2856.13,6,0,25,0,26175.5,30,1498.67,0.295,0.3341,1
41,32614.16,23206.77,2359.33,8,2,20,0,19747.73,1,9636.66,0.7115,0.8681,0
34,73651.84,25630.83,1347.6,6,0,12,0,40492.89,24,1492.35,0.348,0.2196,1
51,81837.91,23773.3,2223.05,3,0,21,0,20921.27,18,34477.46,0.2905,0.326,1
38,22693.28,9269.94,2654.81,3,2,12,0,1000.0,27,14387.6,0.4085,1.4038,1
27,64024.47,0.0,1594.91,10,1,6,0,23757.78,5,5556.57,0.0,0.2989,0
30,123337.9,8746.38,2103.04,7,2,10,0,20111.03,18,11656.65,0.0709,0.2046,1
27,76928.67,28259.24,930.71,5,0,17,0,31028.58,16,16622.27,0.3673,0.1452,1
53,53867.49,10427.87,2439.23,8,1,29,0,3209.29,5,11960.13,0.1936,0.5434,1
43,45995.34,13254.49,1954.99,13,2,0,1,35921.73,14,1357.35,0.2882,0.51,0
41,12000.0,1010.58,2731.27,9,2,11,1,24003.87,21,9010.91,0.0842,2.731,0
39,71761.84,8386.93,2416.69,13,3,2,0,22034.05,33,7843.35,0.1169,0.4041,1
39,108695.42,14890.93,1674.26,6,0,25,0,34077.07,4,5908.44,0.137,0.1848,1
56,39661.41,20910.75,1322.9,6,0,27,0,37393.53,22,2542.33,0.5272,0.4002,1
49,12000.0,9496.07,1138.88,3,4,0,0,35930.65,4,17879.68,0.7913,1.1388,0
38,43394.4,8657.55,1594.06,2,3,3,0,1000.0,9,14239.51,0.1995,0.4408,1
22,82039.99,25106.11,2709.68,7,0,5,0,1000.0,3,14168.84,0.306,0.3963,0
21,49287.5,18903.2,594.99,6,1,4,1,13403.34,11,0.0,0.3835,0.1449,0
25,39488.3,20384.07,1171.42,3,1,28,0,2167.36,9,6410.81,0.5162,0.356,1
40,60478.87,33339.85,2687.2,12,0,10,0,9570.33,29,21248.64,0.5513,0.5332,1
31,65742.52,8939.11,3063.16,3,4,19,0,19231.66,23,13537.89,0.136,0.5591,1
62,25290.25,14411.77,1213.47,0,3,22,0,12949.92,4,0.0,0.5698,0.5758,0
22,54567.91,21613.92,1162.55,10,1,12,0,19638.88,12,25002.31,0.3961,0.2557,1
23,47568.31,4541.91,3125.73,6,0,10,0,40395.65,8,0.0,0.0955,0.7885,0
43,43977.39,17748.6,1901.12,0,1,26,0,46710.72,17,11147.96,0.4036,0.5187,0
32,34574.08,15266.36,1284.37,9,0,5,0,25599.62,34,25441.53,0.4415,0.4458,1
40,83531.45,48327.59,2835.69,9,2,18,0,40025.03,30,0.0,0.5785,0.4074,0
25,43890.33,16198.43,2402.78,3,1,24,0,14016.71,23,5712.52,0.3691,0.6569,1
57,12000.0,28883.28,2589.32,10,2,14,0,10628.27,3,0.0,2.4067,2.5891,0
58,66607.45,24959.32,1326.05,13,4,20,0,18873.74,25,22704.37,0.3747,0.2389,1
50,78129.99,1121.26,2299.86,2,0,12,1,15313.89,9,2627.82,0.0144,0.3532,0
29,40099.6,0.0,2997.03,10,0,9,0,30134.89,8,18947.78,0.0,0.8969,0
54,46008.43,17964.18,2512.64,2,2,0,0,20216.73,0,22499.92,0.3904,0.6553,0
64,43773.66,30088.02,2735.9,11,1,12,0,42638.56,15,0.0,0.6873,0.75,0
55,51333.67,18454.98,3122.51,0,0,5,0,21793.78,12,0.0,0.3595,0.7299,0
42,87671.25,15946.22,2342.14,3,0,20,0,9394.41,13,14312.49,0.1819,0.3206,1
64,57148.52,11590.96,1547.9,13,2,25,0,12906.72,22,16980.53,0.2028,0.325,1
44,80989.84,0.0,2701.69,0,1,23,1,11089.03,17,9365.45,0.0,0.4003,1
37,35779.21,3473.75,1115.44,13,1,19,1,30966.46,27,10230.26,0.0971,0.3741,1
30,50407.74,0.0,1822.14,12,2,11,0,18422.7,19,23318.57,0.0,0.4338,1
50,83850.35,1763.44,2470.46,12,0,16,1,21774.06,0,7840.35,0.021,0.3535,1
43,39859.87,8687.9,300.0,7,0,26,1,26276.4,11,22387.75,0.218,0.0903,1
52,85303.41,24312.19,2201.97,14,5,17,0,28087.66,26,4813.12,0.285,0.3098,1
37,44290.4,9659.19,2239.7,14,1,23,0,35868.41,12,31578.09,0.2181,0.6068,1
37,51958.44,18067.51,1091.25,0,1,25,0,25039.38,3,2036.28,0.3477,0.252,0
34,101754.06,16622.75,2260.69,11,1,7,0,5609.44,24,20657.17,0.1634,0.2666,1
29,49104.53,20988.59,2151.96,13,2,28,0,12705.31,5,1301.86,0.4274,0.5259,1
60,63633.65,2582.22,2027.18,5,0,13,0,12690.31,21,17079.35,0.0406,0.3823,1
22,75410.91,27710.32,2951.55,6,1,4,0,9083.28,2,9930.91,0.3675,0.4697,1
45,65662.72,0.0,2703.13,14,3,21,1,35569.06,14,12501.06,0.0,0.494,0
59,66376.33,9626.24,2511.99,9,2,1,0,17773.56,10,15991.66,0.145,0.4541,1
29,58586.51,14749.14,1180.62,13,2,26,0,22677.49,33,12213.74,0.2517,0.2418,1
42,27444.02,24121.74,1986.13,11,1,27,0,25013.53,26,11420.45,0.8789,0.8684,1
63,68707.23,31551.71,2947.55,1,0,24,0,23136.35,22,0.0,0.4592,0.5148,0
24,41688.29,24216.38,1828.27,3,1,21,0,24649.97,16,22407.21,0.5809,0.5263,1
46,79394.18,31991.0,3243.41,10,3,27,0,56119.89,22,23761.01,0.4029,0.4902,1
49,94301.54,5049.89,2535.35,13,0,24,0,30146.16,33,9041.0,0.0535,0.3226,1
54,14861.07,29284.45,3367.65,2,3,10,0,6190.27,20,15013.06,1.9704,2.7191,0
43,94345.2,27223.88,1146.13,12,0,25,0,24745.95,32,22293.1,0.2886,0.1458,1
57,49723.56,0.0,1876.27,12,3,2,0,21586.1,4,15411.44,0.0,0.4528,0
31,56726.27,12354.43,1951.9,8,1,21,0,1000.0,16,5215.84,0.2178,0.4129,1
26,37190.31,22224.45,2484.94,13,1,25,0,1000.0,0,0.0,0.5976,0.8018,0
38,64711.69,8815.03,1409.12,6,4,15,0,22125.59,6,15710.14,0.1362,0.2613,0
41,61670.37,1970.1,713.91,1,3,20,0,15799.73,2,11252.07,0.0319,0.1389,1
62,86923.07,40370.1,2302.56,10,1,15,0,2766.35,25,9951.26,0.4644,0.3179,1
56,41465.17,16332.48,1706.82,11,1,8,0,11886.96,15,3144.21,0.3939,0.4939,0
61,101520.06,16660.87,1623.44,5,0,12,0,16110.09,15,6931.48,0.1641,0.1919,1
58,76617.85,0.0,1445.75,8,0,9,0,11256.32,13,13030.64,0.0,0.2264,1
54,62274.22,7651.67,2099.11,11,0,16,0,24075.12,25,7350.53,0.1229,0.4045,1
37,55480.39,4225.91,1138.51,2,0,24,0,22631.63,26,10294.91,0.0762,0.2462,1
57,52335.76,27947.7,1844.64,13,1,20,0,31981.15,16,9720.39,0.534,0.4229,0
45,53966.41,21055.6,1337.03,14,0,16,0,37356.95,3,15915.9,0.3902,0.2973,0
58,64210.05,8153.24,1512.66,10,4,9,0,29662.78,16,0.0,0.127,0.2827,0
32,54775.0,21726.0,2283.05,5,0,7,1,9770.09,32,6795.84,0.3966,0.5002,1
43,43986.76,11957.76,2521.13,13,2,6,1,22525.11,29,83.27,0.2718,0.6878,0
62,64361.48,17813.89,1755.12,2,1,13,0,1000.0,20,11399.65,0.2768,0.3272,1
42,39092.8,17757.17,2774.26,2,1,21,0,12875.48,16,2709.74,0.4542,0.8516,1
41,68061.67,20043.21,1221.83,3,2,17,0,1000.0,10,18455.36,0.2945,0.2154,1
47,54423.32,18595.82,784.08,8,2,20,0,14710.21,29,6299.42,0.3417,0.1729,1
51,77418.27,20052.6,930.94,10,3,18,0,11969.81,17,4814.27,0.259,0.1443,1
26,84726.86,30069.7,1139.67,12,1,17,0,30366.07,19,2500.35,0.3549,0.1614,1
47,84717.01,22686.75,949.69,7,1,13,0,5492.1,33,12259.12,0.2678,0.1345,1
60,67952.63,10957.18,3616.92,0,2,9,0,22564.41,27,0.0,0.1612,0.6387,1
54,70870.78,13824.57,759.82,12,0,0,0,14323.59,8,9162.08,0.1951,0.1287,0
32,51931.22,29762.05,2749.94,11,1,8,0,13623.7,30,8952.74,0.5731,0.6354,0
27,76940.99,16349.07,1979.9,10,0,17,0,8467.59,15,5301.29,0.2125,0.3088,1
30,79762.53,10511.78,2179.68,0,0,12,0,24504.29,30,11970.63,0.1318,0.3279,1
37,20816.77,7426.34,1275.42,6,0,26,0,17584.71,28,5833.07,0.3567,0.7352,0
46,69458.68,18276.46,2260.36,2,1,16,0,5638.17,12,12560.86,0.2631,0.3905,1
41,94203.25,4741.72,1268.87,13,2,29,1,21977.97,22,5095.6,0.0503,0.1616,0
48,51092.74,30417.55,2738.21,10,0,22,0,24595.26,13,3305.7,0.5953,0.6431,0
22,45636.33,2546.18,2804.41,6,2,24,0,42916.09,1,12302.42,0.0558,0.7374,0
63,49503.41,32736.81,1892.11,8,1,21,0,11282.6,11,17263.99,0.6613,0.4587,1
21,22378.1,11577.24,1944.51,2,1,15,0,14184.85,27,35710.27,0.5173,1.0427,1
56,63149.6,2079.15,2346.18,2,1,23,0,1000.0,31,6937.69,0.0329,0.4458,1
46,60749.14,17270.11,2305.29,1,2,10,0,13287.26,23,16951.0,0.2843,0.4554,1
49,64925.67,3563.53,2819.32,9,0,22,0,4094.15,28,5999.37,0.0549,0.5211,1
41,70399.42,15412.46,2796.68,0,0,8,0,36560.66,17,16807.1,0.2189,0.4767,1
31,40050.16,8069.48,1976.93,8,3,6,0,27712.94,2,21719.04,0.2015,0.5923,0
60,66829.98,26340.88,1618.22,5,0,28,0,3848.78,12,11158.41,0.3941,0.2906,1
31,71079.97,16641.0,2649.3,5,1,21,0,5343.83,12,16402.87,0.2341,0.4473,1
56,47790.21,737.99,1874.97,7,0,0,0,11717.63,28,14004.43,0.0154,0.4708,0
59,70502.95,7835.56,2091.0,10,5,8,0,39474.33,1,10099.98,0.1111,0.3559,0
60,62017.67,23459.37,2424.25,4,4,9,0,10847.05,27,6157.16,0.3783,0.4691,0
55,44220.26,30445.11,2780.45,8,1,15,0,17371.37,3,6844.58,0.6885,0.7545,0
54,67069.72,14456.7,2208.68,14,1,20,0,42998.67,4,0.0,0.2155,0.3952,0
44,52732.23,2467.24,1530.24,10,1,28,1,26230.58,4,19338.75,0.0468,0.3482,1
42,77426.63,27648.44,3437.61,4,0,17,0,1000.0,7,26842.12,0.3571,0.5328,1
25,54020.84,23406.76,3224.27,1,0,13,0,1000.0,33,0.0,0.4333,0.7162,1
53,27755.86,30678.48,1185.6,5,0,27,0,21412.09,24,19342.47,1.1053,0.5126,1
56,66674.67,18482.51,1270.58,14,1,10,0,54519.87,26,9600.01,0.2772,0.2287,1
40,65735.08,8752.84,1371.19,8,0,23,0,40336.14,6,4240.54,0.1332,0.2503,1
39,32971.57,21202.66,2678.84,2,0,28,0,25650.8,31,11288.8,0.643,0.9749,0
55,78763.4,18915.95,3468.11,9,1,3,1,31776.97,20,2771.91,0.2402,0.5284,0
63,77455.52,8101.52,1594.98,3,1,29,0,32907.62,17,12108.17,0.1046,0.2471,1
37,38250.5,17383.66,2135.41,9,0,18,0,1000.0,1,7356.87,0.4545,0.6699,0
63,43509.34,12659.69,1397.92,10,1,12,0,23115.29,4,6907.09,0.291,0.3855,0
54,56449.81,23922.45,3360.15,7,1,0,0,39699.96,27,20589.99,0.4238,0.7143,1
29,41028.7,20904.08,2659.86,5,2,20,0,51370.54,30,0.0,0.5095,0.7779,0
46,76009.93,2380.9,1340.29,12,0,18,0,27587.28,23,4890.33,0.0313,0.2116,1
22,63724.3,1170.93,318.13,6,0,14,0,1000.0,32,0.0,0.0184,0.0599,1
29,32661.07,13922.27,2830.07,6,1,19,0,28567.66,11,11178.43,0.4263,1.0398,0
29,39438.23,15393.83,1542.01,3,1,14,0,28321.0,8,5545.27,0.3903,0.4692,0
60,89692.98,24131.72,2674.19,14,0,24,0,33037.35,14,3506.11,0.269,0.3578,1
37,98389.06,21159.65,2234.95,11,0,10,0,26095.03,22,12545.49,0.2151,0.2726,1
21,73468.22,32504.23,532.56,5,1,29,0,47903.4,21,15504.86,0.4424,0.087,1
45,54718.12,9393.68,1354.58,11,1,22,0,22852.8,9,20643.79,0.1717,0.2971,1
63,49000.93,8708.57,1716.68,8,1,26,0,20890.37,27,36377.02,0.1777,0.4204,1
60,73742.49,3482.23,1459.37,2,3,4,0,16066.96,34,4875.0,0.0472,0.2375,1
